"","longitude","latitude","username","total_oc"
"5919",12.4826467,41.90597413,"kadir tiryaki",1
"5920",12.454032,41.902273,"Lisa Evans",1
"5921",12.48043284,41.92331839,"Armando Ribeiro",1
"5922",12.454032,41.902273,"Grandma Śnax 🖖🏽",1
"5923",12.5,41.9,"Laura(Cory)",1
"5924",12.5,41.9,"Sandrina",1
"5925",12.454032,41.902273,"Jejakkakirani",1
"5926",12.5,41.9,"tgcomnews24",1
"5927",12.4854,41.90249,"Alvaro Canella",1
"5928",12.47847969,41.91082464,"fa",1
"5929",12.5,41.9,"Carlo G.Trematerra",1
"5930",12.5,41.9,"Massimo Galanto",1
"5931",12.5,41.9,"Letizia Bronzetti",1
"5932",12.48472509,41.79422985,"Martina Chirico MaDi",1
"5933",12.49051,41.89929,"♔Il Giuggiaro♔",1
"5934",12.49244213,41.89023406,"Nick Adams",1
"5935",12.47847969,41.91082464,"auro| baci stellari",1
"5936",12.45685,41.93312,"Simone Delle Fontane",1
"5937",12.5,41.9,"Susanna Gambardella",1
"5938",12.48071297,41.90689164,"Jose©",1
"5939",12.48694444,41.88833333,"Millie Jo...",1
"5940",12.47305556,41.89888889,"David Caraccio",1
"5941",12.5,41.9,"Luiza Miarelli",1
"5942",12.48305556,41.89458333,"Nicolò Cumerlato",1
"5943",12.49244213,41.89023406,"Cheryl Johnson",1
"5944",12.48311684,41.90608783,"PhiLost",1
"5945",12.48305556,41.89458333,"Hung Truong",1
"5946",12.49177787,41.89119082,"ciclogénesis",1
"5947",12.46367191,41.83019682,"Tatti . - ⚓️",1
"5948",12.4704425,41.83415068,"VideosoliD",1
"5949",12.49177787,41.89119082,"Sai",1
"5950",12.474444,41.891111,"Odair Faléco",1
"5951",12.5,41.9,"Paz Concha",1
"5952",12.53896654,41.90368631,"Estremista Edile",1
"5953",12.49864,41.91203,"JavieR",1
"5954",12.493255,41.890045,"PAKO HERRERA",1
"5955",12.4775,41.89380556,"Jason Lucas",1
"5956",12.47868,41.8973,"Jason Lucas",1
"5957",12.46623368,41.90215729,"Gabriel Palatchi",1
"5958",12.47681535,41.89921809,"Gabriel.toString()",1
"5959",12.456774,41.90244958,"Andrea Salvai foto",1
"5960",12.47843923,41.91801297,"Giuseppe Gambino",1
"5961",12.48315131,41.90610188,"Alana Hashbarger",1
"5962",12.4792975,41.9008551,"antonella ferrari",1
"5963",12.48340532,41.90089563,"AnıL AKYÜZ",1
"5964",12.46814383,41.89116136,"Jörg",1
"5965",12.497946,41.901926,"elephanteum",1
"5966",12.4576,41.8196,"David Scerrati",1
"5967",12.46899897,41.89184504,"Jörg",1
"5968",12.44178555,41.88273833,"Monica BlackBlessed",1
"5969",12.48566508,41.89322614,"Stefano Margotti",1
"5970",12.49026287,41.85608403,"Teatro Argot Studio",1
"5971",12.4741671,41.89523821,"Victoria Sestito",1
"5972",12.47997159,41.89414327,"Susan Warren",1
"5973",12.476317,41.910714,"❁Margaufre❁",1
"5974",12.52333333,41.87944444,"Faz",1
"5975",12.4605398,41.8581886,"Elle Malaussène",1
"5976",12.48237853,41.89579432,"Hakan GençTürk",1
"5977",12.47429028,41.88990928,"Jörg",1
"5978",12.46976426,41.90572267,"giancarlo",1
"5979",12.454032,41.902273,"francesco",1
"5980",12.50814516,41.88098671,"Halatou Dem",1
"5981",12.4775,41.8924,"mark madonna",1
"5982",12.482636,41.9004628,"Daniel_Sisniega",1
"5983",12.4691,41.8917,"christian panofsky",1
"5984",12.5,41.9,"Lindsay Freitas",1
"5985",12.49244213,41.89023406,"Vntònia",1
"5986",12.48187833,41.90568222,"Judy Yoon",1
"5987",12.4843384,41.91112809,"Judy Yoon",1
"5988",12.48330653,41.90094747,"Hakan GençTürk",1
"5989",12.49237776,41.89063339,"Javi Fernandez",1
"5990",12.46716,41.92794,"HelloMorbo",1
"5991",12.48566508,41.89322614,"Koos Moerenhout",1
"5992",12.5,41.9,"Alessandro de Giulii",1
"5993",12.4863787,41.9075429,"Tim Green",1
"5994",12.46513889,41.90991667,"zefirina",1
"5995",12.49741822,41.90052051,"Malu Schaefer",1
"5996",12.46246,41.92904,"astoniSheeng",1
"5997",12.46623368,41.90215729,"Ignore Z",1
"5998",12.49158426,41.89082967,"Rodriguinho",1
"5999",12.47681535,41.89921809,"xmitchelx",1
"6000",12.47684597,41.89926334,"CRETA Rome",1
"6001",12.5199438,41.9113889,"Ascenzi Marisa",1
"6002",12.45790476,41.90264382,"PAOLO DAVOLI",1
"6003",12.5527002,41.89016794,"Valerio Stay Fish",1
"6004",12.4825,41.89639,"Hiram Diaz",1
"6005",12.45685,41.93312,"cristiano materassi",1
"6006",12.5,41.9,"Megan Roantree",1
"6007",12.45702624,41.90222514,"Judy Yoon",1
"6008",12.53020336,41.91046721,"Sufi.",1
"6009",12.4654317,41.875239,"LOSFUSO",1
"6010",12.48071297,41.90689164,"Barre Bellas",1
"6011",12.55027279,41.97163183,"Celiaca Per Amore",1
"6012",12.4825,41.89639,"Sol Ana Ayastuy",1
"6013",12.47681535,41.89921809,"Lyke.",1
"6014",12.44482047,41.81508647,"feltonino cuoricino.",1
"6015",12.49905724,41.89983652,"Diego Saez",1
"6016",12.47317819,41.8983393,"ladfoodie",1
"6017",12.50658906,41.88660844,"Gabriel.toString()",1
"6018",12.49895914,41.87316564,"Ioamolabicixsempre",1
"6019",12.49797,41.92152,"PAKO HERRERA",1
"6020",12.49573508,41.90057145,"Mattia Nalbone",1
"6021",12.481421,41.87635365,"Cyril Grigorev",1
"6022",12.47681535,41.89921809,"Estebitch",1
"6023",12.49244213,41.89023406,"Milli Burton",1
"6024",12.50263401,41.89023212,"Jörg",1
"6025",12.547778,41.915833,"lorenzo cherubini",1
"6026",12.47681535,41.89921809,"Luca Pintavalle",1
"6027",12.47634249,41.91068301,"เนย",1
"6028",12.4696903,41.8970299,"Luca Volpe",1
"6029",12.5163332,41.78782992,"Morfina •",1
"6030",12.48566508,41.89322614,"Luana Lavecchia",1
"6031",12.48027,41.87209,"Rowena Dumlao",1
"6032",12.49244213,41.89023406,"نجد العقل 🕊",1
"6033",12.49244213,41.89023406,"sophie†",1
"6034",12.45790476,41.90264382,"Rosy Rizzo",1
"6035",12.50599846,41.90463381,"Давид Бокучава",1
"6036",12.53896654,41.90368631,"Andrea Lucarini",1
"6037",12.45790476,41.90264382,"Susan Warren",1
"6038",12.4732096,41.9178328,"scatola",1
"6039",12.48815184,41.88951084,"Judy Yoon",1
"6040",12.5,41.9,"Alisha",1
"6041",12.5346469,41.8905674,"Paolo Cranfan",1
"6042",12.51448,41.85758,"marianna abbate",1
"6043",12.47287,41.85541,"Marco Materazzi",1
"6044",12.47722222,41.89083333,"Jean-Leonard Touadi",1
"6045",12.53614288,41.89351874,"Ferrari Studios",1
"6046",12.5043532,41.90302847,"Gaviota 🇲🇽",1
"6047",12.48973661,41.85678518,"Judy Yoon",1
"6048",12.482636,41.9004628,"Nacho Moreno",1
"6049",12.4573699,41.91021,"Felicit-Azioni",1
"6050",12.60813349,41.84778762,"RosarioPaganoPhoto",1
"6051",12.45685,41.93312,"Claudia Gagliardi",1
"6052",12.47305556,41.89888889,"Fuzz Caminski",1
"6053",12.55288773,41.86570184,"Luigi",1
"6054",12.5,41.9,"Mattia Tuzzolino",1
"6055",12.49750835,41.89954066,"เนย",1
"6056",12.49117297,41.89503562,"Luigi Vitiello",1
"6057",12.5,41.9,"Pedro",1
"6058",12.482636,41.9004628,"Nono",1
"6059",12.49244213,41.89023406,"Vitor Murta",1
"6060",12.467107,41.901836,"moksha",1
"6061",12.45145687,41.93832039,"Paolo Tomassoli",1
"6062",12.48205833,41.90595,"Roso 🐿",1
"6063",12.47681535,41.89921809,"Sulema Mastrapasqua",1
"6064",12.46686981,41.89996488,"Antonia Vinciarelli",1
"6065",12.45872,41.86422,"Lallína 💫 ASR.",1
"6066",12.469543,41.889403,"Alana Hashbarger",1
"6067",12.46367191,41.83019682,"KoraKatia",1
"6068",12.46694444,41.93555556,"Dany",1
"6069",12.45790476,41.90264382,"Cris",1
"6070",12.48305556,41.89458333,"andrea de simone",1
"6071",12.4889834,41.8827593,"Audra Leah",1
"6072",12.45379226,41.90212975,"Paola Chiaro",1
"6073",12.50814516,41.88098671,"Elizabeth",1
"6074",12.469543,41.889403,"Jörg",1
"6075",12.4567132,41.8732526,"Vitaliano Sestito",1
"6076",12.47145,41.89912,"Gabriel.toString()",1
"6077",12.48305556,41.89458333,"Genivaldo Peres",1
"6078",12.53896654,41.90368631,"Alessio Belli",1
"6079",12.49158426,41.89082967,"Stella Koutsoulidou",1
"6080",12.42074,41.94393,"halil",1
"6081",12.5,41.9,"Beatrice Besozzi",1
"6082",12.48305556,41.89458333,"Chris Stephens",1
"6083",12.562,41.847,"Rise&Shine",1
"6084",12.46632814,41.90313146,"Judy Yoon",1
"6085",12.47671,41.85428,"Alessandro Cozzolino",1
"6086",12.49222222,41.91416667,"Mark Link",1
"6087",12.46899897,41.89184504,"Gabriele Crudele ♫",1
"6088",12.48305556,41.89458333,"Ciara Walsh",1
"6089",12.5300459,41.888257,"Andrea Zanchi",1
"6090",12.49177787,41.89119082,"Don Quiel Lumbera",1
"6091",12.454032,41.902273,"luiza al fondo",1
"6092",12.5,41.9,"Sofia Lázaro",1
"6093",12.45409805,41.90704631,"Caracasflat",1
"6094",12.5,41.9,"Katie Nicole Weiser",1
"6095",12.466,41.836,"Jurij Prestijacopo",1
"6096",12.46855,41.89139,"Fuori Di Testa",1
"6097",12.48205833,41.90595,"Giada Curti",1
"6098",12.5,41.9,"Nyambura Grace",1
"6099",12.48132706,41.93727505,"sole martinez",1
"6100",12.471389,41.9025,"AJ Tuazon",1
"6101",12.50814516,41.88098671,"John Wusah",1
"6102",12.50814516,41.88098671,"Armando Borges",1
"6103",12.5,41.9,"Misha",1
"6104",12.456774,41.90244958,"jtossetti.",1
"6105",12.5,41.9,"Valentina Coppari",1
"6106",12.4922,41.88254,"Silvio Aló",1
"6107",12.482636,41.9004628,"DjDueL☪",1
"6108",12.5,41.9,"Demontita Of Manila",1
"6109",12.4899,41.9075599,"Alana Hashbarger",1
"6110",12.43481666,41.89390212,"Daniela Delogu",1
"6111",12.5,41.9,"Francisco Cotarelo",1
"6112",12.5,41.9,"Itut Wahidin",1
"6113",12.42109,41.9041,"Mariarosaria",1
"6114",12.5081115,41.92136001,"fr. 🎃æ Condimentum",1
"6115",12.562,41.847,"Barbie Chiattona",1
"6116",12.49174701,41.90824701,"Jörg",1
"6117",12.49117297,41.89503562,"pino maura",1
"6118",12.48833,41.90361,"Gabriel.toString()",1
"6119",12.48566508,41.89322614,"6Stili",1
"6120",12.5,41.9,"Jenny Eunice",1
"6121",12.5,41.9,"Antonella Ranaldo",1
"6122",12.49439626,41.80628752,"Salvo Nicotra",1
"6123",12.414376,41.906099,"Яна Шамрай",1
"6124",12.47793797,41.90473314,"Jay Zee",1
"6125",12.5,41.9,"亚",1
"6126",12.41572772,41.93898253,"Mariangela Marchioni",1
"6127",12.48645329,41.89902464,"Oscar Cabrera",1
"6128",12.46638889,41.91777778,"Ale Ortega",1
"6129",12.47682012,41.89862865,"เนย",1
"6130",12.48205662,41.906046,"みみげ（みー）",1
"6131",12.48894143,41.90732998,"Jörg",1
"6132",12.482636,41.9004628,"Eda Tezcan",1
"6133",12.46693866,41.92867638,"Martina Bohn",1
"6134",12.48859423,41.90435076,"Jörg",1
"6135",12.5,41.9,"Francesco Devildice",1
"6136",12.50814516,41.88098671,"Jason d'Ascani",1
"6137",12.5163332,41.78782992,"Dominique Barbeau",1
"6138",12.45058593,41.80228498,"Gaetano Neri",1
"6139",12.47884197,41.90456008,"Mattia Galante",1
"6140",12.50264004,41.90049883,"Gino Quillamor",1
"6141",12.48205833,41.90595,"Anna Di Risio",1
"6142",12.4851198,41.8810081,"Dominique Barbeau",1
"6143",12.47672439,41.89942223,"Furkan",1
"6144",12.482636,41.9004628,"Luisa Ribaldone",1
"6145",12.5,41.9,"Giuseppe Scorrano",1
"6146",12.456774,41.90244958,"MiKe Priore",1
"6147",12.48205833,41.90595,"❁Margaufre❁",1
"6148",12.48694444,41.88833333,"Andrea Teijeiro",1
"6149",12.45682,41.8512,"Adolfo Vaccari",1
"6150",12.5,41.9,"Juan Carlos López Fl",1
"6151",12.47418044,41.89524479,"Judy Yoon",1
"6152",12.49244213,41.89023406,"safae",1
"6153",12.5262,41.90801,"☮ Dave Loruxury ☮",1
"6154",12.5,41.9,"Harris Koliotsas",1
"6155",12.48839889,41.82478729,"Sebastiano Ronzulli",1
"6156",12.5541222,41.9124299,"Stefano daggianti",1
"6157",12.49222222,41.91416667,"Alessia Fabiani",1
"6158",12.48071832,41.9061832,"kadir tiryaki",1
"6159",12.5,41.9,"VinciuFFetto",1
"6160",12.4905899,41.89615,"Valentina Luzi",1
"6161",12.5,41.9,"Luca Volpe",1
"6162",12.454032,41.902273,"Akın AKYILDIZ",1
"6163",12.5,41.9,"Marco De Angelis",1
"6164",12.49158426,41.89082967,"MamiChula",1
"6165",12.61572333,41.81467173,"Love, Leone",1
"6166",12.49158426,41.89082967,"liris 🦋",1
"6167",12.49158426,41.89082967,"Tes",1
"6168",12.4891785,41.90693626,"Avelino Filipe",1
"6169",12.482636,41.9004628,"Armando Ribeiro",1
"6170",12.5,41.9,"Diego Claudino",1
"6171",12.482636,41.9004628,"Fuori Di Testa",1
"6172",12.5,41.9,"Tomas Laverty  🎃",1
"6173",12.4918848,41.8906686,"MISTER TOURS",1
"6174",12.46568434,41.90003366,"call me Wario",1
"6175",12.47656176,41.90030722,"Hakan GençTürk",1
"6176",12.5,41.9,"Kirsten Kammer",1
"6177",12.454032,41.902273,"Wes",1
"6178",12.45145687,41.93832039,"giuliacannadabartoli",1
"6179",12.49098,41.89917,"CoPublicitarias",1
"6180",12.538891,41.902314,"Ignazio Iuppa",1
"6181",12.49244213,41.89023406,"☭",1
"6182",12.471389,41.9025,"Shahin Modarres",1
"6183",12.45867607,41.92673088,"Eduardo Tasca",1
"6184",12.48031869,41.89270359,"Hibo Shgawa",1
"6185",12.5,41.9,"Chung Fei Wu",1
"6186",12.46583,41.90061,"frazgo",1
"6187",12.61572333,41.81467173,"Valeriana Dispert",1
"6188",12.482636,41.9004628,"Genivaldo Peres",1
"6189",12.48067617,41.90534121,"Antonio",1
"6190",12.49244213,41.89023406,"MamiChula",1
"6191",12.53015,41.88643,"Andrea Piraz",1
"6192",12.46173845,41.91209666,"Василий Андреев",1
"6193",12.50340335,41.88532852,"Michele Riondino",1
"6194",12.5,41.9,"Karl Wills",1
"6195",12.454032,41.902273,"Andrew Hurst",1
"6196",12.46645,41.901803,"Pelicano, Helena",1
"6197",12.5,41.9,"Ana",1
"6198",12.45444444,41.90305556,"April del Rosario",1
"6199",12.49177787,41.89119082,"FF92",1
"6200",12.454032,41.902273,"Prague Best Friend",1
"6201",12.49158426,41.89082967,"Chris Juarez Meaux",1
"6202",12.49599,41.86644,"sbrufulutafiorella",1
"6203",12.5,41.9,"Heather Ysseldyke",1
"6204",12.46416667,41.88875,"Andrea Mariani",1
"6205",12.454032,41.902273,"kimmi010",1
"6206",12.501111,41.909167,"Nicole De Francesco",1
"6207",12.60998857,41.92197508,"ESR | #OLF2017",1
"6208",12.48061,41.87226,"Fuori Di Testa",1
"6209",12.4825,41.89639,"callmehind",1
"6210",12.5036444,41.8988234,"Pepo",1
"6211",12.49244213,41.89023406,"Boogie Mann",1
"6212",12.50814516,41.88098671,"Ev.Gustavo Castillo",1
"6213",12.48205833,41.90595,"Pierluigi Amici",1
"6214",12.5,41.9,"Kat Leishman",1
"6215",12.47146586,41.85828896,"Jurij Prestijacopo",1
"6216",12.5,41.9,"Alessandro Lepri",1
"6217",12.46693866,41.92867638,"TELARTE di Loriano",1
"6218",12.50264004,41.90049883,"Alberto Lupini",1
"6219",12.48566508,41.89322614,"alessandro ballan",1
"6220",12.48205833,41.90595,"Emily Rose Thompson",1
"6221",12.4411949,41.7812746,"Antony",1
"6222",12.59395387,41.83837088,"Massy",1
"6223",12.5,41.9,"Jenna Ellis",1
"6224",12.482636,41.9004628,"Antonia Vinciarelli",1
"6225",12.48524799,41.89272927,"Jörg",1
"6226",12.63481374,41.86787603,"Valerio Stay Fish",1
"6227",12.48499356,41.89228286,"Jörg",1
"6228",12.46193,41.91646,"Francesco Manna",1
"6229",12.421126,41.903969,"Mariarosaria",1
"6230",12.5,41.9,"giuliano olivati",1
"6231",12.5,41.9,"Carmelo Orlando",1
"6232",12.48708227,41.88888938,"Jörg",1
"6233",12.50264004,41.90049883,"Manu/Holu",1
"6234",12.48611421,41.89183325,"Jörg",1
"6235",12.48057132,41.90641833,"Furkan",1
"6236",12.45790476,41.90264382,"Chris Stephens",1
"6237",12.50715215,41.9130672,"Daniele Rapaglià",1
"6238",12.63469015,41.86793273,"Valerio Stay Fish",1
"6239",12.47269574,41.8963023,"ale siedschlag",1
"6240",12.5,41.9,"Chris Stephens",1
"6241",12.61572333,41.81467173,"Jason Farries",1
"6242",12.39498899,41.83048568,"lux.lucis",1
"6243",12.5,41.9,"Adriana Farina",1
"6244",12.48361111,41.90638889,"Jimmy Fontana",1
"6245",12.51854629,41.89846957,"Fabrizio Stefan",1
"6246",12.482636,41.9004628,"Samantha Eve Kennedy",1
"6247",12.5,41.9,"Sam Imamovic",1
"6248",12.48280567,41.89322289,"SMREConsulting",1
"6249",12.50196194,41.90058289,"Venkat",1
"6250",12.48678183,41.91353378,"Oscar Cabrera",1
"6251",12.55988959,41.85852127,"Luca Castello",1
"6252",12.46686981,41.89996488,"dom",1
"6253",12.453,41.904,"produtor ivan dias",1
"6254",12.48953,41.90623,"frazgo",1
"6255",12.5,41.9,"もりし",1
"6256",12.4825,41.89639,"Edgardo Vigil",1
"6257",12.50983658,41.88508806,"Jörg",1
"6258",12.5,41.9,"Matteo Forzano",1
"6259",12.4791402,41.8968929,"Alberto Ricci",1
"6260",12.53009574,41.91057819,"✨Lost Jade✨",1
"6261",12.4965604,41.90125622,"Giacinta Carnevale",1
"6262",12.4976133,41.89518901,"Judy Yoon",1
"6263",12.4890842,41.8829296,"Mr. Matamoro",1
"6264",12.48256254,41.89318644,"A FILMS",1
"6265",12.49244213,41.89023406,"Calinana",1
"6266",12.49237776,41.89063339,"Jörg",1
"6267",12.50234178,41.91883,"Heli Pekkarinen",1
"6268",12.491405,41.852145,"Lady Coco",1
"6269",12.49158426,41.89082967,"trallalerotrallalla",1
"6270",12.45358229,41.90213331,"moksha",1
"6271",12.45313168,41.90358662,"moksha",1
"6272",12.4766,41.899,"MilitantDandy",1
"6273",12.52081553,41.8966825,"Giovanni Spadaro",1
"6274",12.5,41.9,"MDPh",1
"6275",12.454032,41.902273,"Сергей Панков",1
"6276",12.5038147,41.90112715,"Guido Brescia",1
"6277",12.56429813,41.85567538,"Paolo Cranfan",1
"6278",12.45358229,41.90213331,"Hakan GençTürk",1
"6279",12.48305556,41.89458333,"Marisa♡",1
"6280",12.59324877,41.83566166,"Paolo Cranfan",1
"6281",12.51395,41.90022,"alessia #DESERVE",1
"6282",12.4993753,41.8970867,"frazgo",1
"6283",12.49588916,41.90233993,"Oscar Cabrera",1
"6284",12.5,41.9,"Davide Montanaro",1
"6285",12.47694,41.89528,"Manthana Yang",1
"6286",12.49588916,41.90233993,"Eleonora86",1
"6287",12.49158426,41.89082967,"Victor Alfonso Diaz",1
"6288",12.4958357,41.902519,"massimilianovado",1
"6289",12.48205833,41.90595,"SwidoK",1
"6290",12.46623368,41.90215729,"Juan Rangel",1
"6291",12.45522863,41.90211728,"Armando Ribeiro",1
"6292",12.49094132,41.8949523,"Maria Ahmed",1
"6293",12.5,41.9,"Doctor J 6",1
"6294",12.5,41.9,"Xochitl Ramírez ♡",1
"6295",12.50814516,41.88098671,"Miikelangelo",1
"6296",12.45790476,41.90264382,"Armando Ribeiro",1
"6297",12.45409805,41.90704631,"DAFNE",1
"6298",12.47305556,41.89888889,"jaime puerta",1
"6299",12.4719458,41.8874064,"DanceDeets",1
"6300",12.51443755,41.98280628,"Elizabeth",1
"6301",12.4760596,41.8472835,"Mr. Matamoro",1
"6302",12.46858,41.9095,"Umberto Montini",1
"6303",12.53107,41.86615,"Mattia Nalbone",1
"6304",12.49244213,41.89023406,"Victor Alfonso Diaz",1
"6305",12.45439768,41.90294381,"call me Wario",1
"6306",12.57464082,41.86156969,"Paolo Cranfan",1
"6307",12.49222222,41.91416667,"Snap: DIAMARINO",1
"6308",12.49177787,41.89119082,"a little unsteady",1
"6309",12.47658293,41.90012957,"Hakan GençTürk",1
"6310",12.63429453,41.86794053,"Valerio Stay Fish",1
"6311",12.61930619,41.93822938,"Adriano Pezzino",1
"6312",12.5,41.9,"Bluff",1
"6313",12.49244213,41.89023406,"Alfredo Lucius",1
"6314",12.43171,41.87673,"BARBA NERA PUB",1
"6315",12.512533,41.9012867,"Hany",1
"6316",12.48833,41.90361,"Paul Newnham",1
"6317",12.63502945,41.8673543,"Valerio Stay Fish",1
"6318",12.47944444,41.9,"Gianfel Boncristiano",1
"6319",12.48834158,41.9036359,"sophie†",1
"6320",12.492,41.914,"luisanna perra",1
"6321",12.45790476,41.90264382,"rent scooter roma",1
"6322",12.47715,41.90603,"Jocno Lambino",1
"6323",12.5,41.9,"ياسمين",1
"6324",12.53029032,41.9103502,"Lorenzo De Simone",1
"6325",12.453,41.904,"Cat",1
"6326",12.454032,41.902273,"Marianna Ruiz",1
"6327",12.48305556,41.89458333,"Sofii🌼",1
"6328",12.482636,41.9004628,"Juli Acuña",1
"6329",12.61952085,41.93763859,"Luca Volpe",1
"6330",12.47294954,41.87457081,"scooppiati_band",1
"6331",12.4863787,41.9075429,"Chris Stephens",1
"6332",12.47633,41.89727,"karyn noy",1
"6333",12.4653089,41.83668398,"Riccardo Del Zio",1
"6334",12.49237776,41.89063339,"DrWh",1
"6335",12.5,41.9,"Aaron",1
"6336",12.46686981,41.89996488,"Yinka Odegbami",1
"6337",12.47625833,41.89898333,"照元実呂",1
"6338",12.50419419,41.89718088,"Samuel 🔵 #painter",1
"6339",12.49306944,41.89387222,"Kresna Astraatmadja",1
"6340",12.48205833,41.90595,"Federica Fabiani",1
"6341",12.398744,41.935786,"C4Rd0",1
"6342",12.476317,41.910714,"Luciana Gimenez",1
"6343",12.47965081,41.870659,"Bikini*Bandit",1
"6344",12.46888,41.9005,"Brendan",1
"6345",12.5,41.9,"Tes",1
"6346",12.454032,41.902273,"andrea",1
"6347",12.49158426,41.89082967,"José Miguel",1
"6348",12.628583,41.8474693,"Jimmy Fontana",1
"6349",12.49244213,41.89023406,"Kimberly Petty",1
"6350",12.5,41.9,"лысенок юрий",1
"6351",12.47681535,41.89921809,"Immo",1
"6352",12.476317,41.910714,"Rodolfo Velásquez G",1
"6353",12.4694526,41.8995758,"Boris",1
"6354",12.474734,41.898221,"Don Quiel Lumbera",1
"6355",12.38772,41.88514,"Roby Rossini",1
"6356",12.479798,41.891931,"Hibo Shgawa",1
"6357",12.47958472,41.89324283,"Hibo Shgawa",1
"6358",12.47367,41.89186,"Zoey Arielle",1
"6359",12.5,41.9,"Alex Gonzaga",1
"6360",12.48071297,41.90689164,"Tamara",1
"6361",12.51687063,41.89317011,"Riccardo A. Ronconi",1
"6362",12.49037,41.9245,"VinoTv_byCG",1
"6363",12.47204,41.89549,"Mark Paul Keefe",1
"6364",12.474444,41.891111,"Oscar Cabrera",1
"6365",12.4317102,41.8767319,"Casal dei Papi",1
"6366",12.5,41.9,"MamiChula",1
"6367",12.4568,41.9067,"zona artigianale",1
"6368",12.476317,41.910714,"Andreaa:)",1
"6369",12.482636,41.9004628,"Carmen Becerra",1
"6370",12.46976426,41.90572267,"Marina ",1
"6371",12.49244213,41.89023406,"Melissa Buscar",1
"6372",12.48305556,41.89458333,"Gabriel.toString()",1
"6373",12.5,41.9,"Alper Çobanoğlu",1
"6374",12.49158426,41.89082967,"Tiago Tadeu",1
"6375",12.47555556,41.89833333,"Beckie Joon",1
"6376",12.46789,41.89796,"Misha",1
"6377",12.48205833,41.90595,"Gianfel Boncristiano",1
"6378",12.5236,41.9326,"Syder.Ross",1
"6379",12.4825,41.89639,"Rares Razvan",1
"6380",12.47684597,41.89926334,"Gabriel.toString()",1
"6381",12.45409805,41.90704631,"Bitching bout you",1
"6382",12.48071297,41.90689164,"a Magá",1
"6383",12.48256254,41.89318644,"Koos Moerenhout",1
"6384",12.4145357,41.9148578,"🌟Nicole.V🌟",1
"6385",12.55232312,41.88964245,"Valerio Stay Fish",1
"6386",12.48355,41.90605,"Francesco Apreda",1
"6387",12.504,41.88111,"tex",1
"6388",12.4806129,41.9001428,"Arlinda",1
"6389",12.5,41.9,"Giuliano Guerrieri",1
"6390",12.39986788,41.81506909,"Giuseppe Grasso",1
"6391",12.49222222,41.91416667,"aybüke",1
"6392",12.49177787,41.89119082,"Nicolas Esperanza ",1
"6393",12.5,41.9,"Camillo Piscitelli",1
"6394",12.493056,41.879444,"Stefano Margotti",1
"6395",12.49244213,41.89023406,"Gabriel.toString()",1
"6396",12.49244213,41.89023406,"D.S. Johnson",1
"6397",12.46686981,41.89996488,"Millie Jo...",1
"6398",12.49177787,41.89119082,"griffin",1
"6399",12.5,41.9,"Alfombras Piel Vaca",1
"6400",12.5,41.9,"Thnayyan.",1
"6401",12.5,41.9,"Angel Joel",1
"6402",12.45498,41.82466,"Stefano Petrella",1
"6403",12.49925731,41.88356402,"Tes",1
"6404",12.4825,41.89639,"Rita Nava",1
"6405",12.53045117,41.88934309,"silvia dem",1
"6406",12.49306944,41.89387222,"Marco Sisi",1
"6407",12.49062,41.89672,"Bicio Fuentes",1
"6408",12.49566,41.90323,"Avelino Filipe",1
"6409",12.48205833,41.90595,"Fuori Di Testa",1
"6410",12.5,41.9,"Lauris",1
"6411",12.453,41.904,"jess spiers",1
"6412",12.47694,41.89528,"Danielle Strauss",1
"6413",12.49025278,41.88078056,"W2 Cycling Team",1
"6414",12.49051,41.89929,"residenceVillAzzurra",1
"6415",12.48590257,41.8456422,"Vincenzo Della Corte",1
"6416",12.46010891,41.90610541,"Greta Contardo",1
"6417",12.49222222,41.91416667,"Oscar Cabrera",1
"6418",12.5,41.9,"Manuel Balles",1
"6419",12.46623368,41.90215729,"rence grimaldo",1
"6420",12.46623368,41.90215729,"Vitor Murta",1
"6421",12.4833,41.8167,"cimpiccato",1
"6422",12.464444,41.901111,"Sol Ana Ayastuy",1
"6423",12.50925408,41.88468733,"Jörg",1
"6424",12.4120899,41.81599,"Giuseppe Grasso",1
"6425",12.48458291,41.88057395,"Visiogeist",1
"6426",12.5,41.9,"Karolina Jo",1
"6427",12.43171,41.87673,"james pons",1
"6428",12.5,41.9,"Stephanie Santoro",1
"6429",12.5,41.9,"DB",1
"6430",12.47652,41.90041,"Stephanie Santoro",1
"6431",12.5,41.9,"Kodai Nakai",1
"6432",12.46454873,41.89974259,"꧁Terence Eden꧂ ⏻",1
"6433",12.5252,41.91236,"PsicosoMatti",1
"6434",12.4998414,41.8909696,"David Di Pietro",1
"6435",12.472733,41.89749,"Ilenia Melis",1
"6436",12.494915,41.851855,"Lady Coco",1
"6437",12.45439768,41.90294381,"moksha",1
"6438",12.49237776,41.89063339,"Furkan",1
"6439",12.54281745,41.94929394,"Vito Stark ★",1
"6440",12.49244213,41.89023406,"Jordan T. McGee",1
"6441",12.49580032,41.9803625,"Fabio Bucciarelli",1
"6442",12.57561208,41.85044835,"I-MESH",1
"6443",12.4545908,41.90486423,"call me Wario",1
"6444",12.49244213,41.89023406,"Nobujiro",1
"6445",12.4775,41.8924,"Jason Lucas",1
"6446",12.48412001,41.90143945,"Hibo Shgawa",1
"6447",12.43645755,41.89152476,"Mica",1
